SCAN_NO_TECH	{No scan technology installed}
DEATH_AUTHOR_22	{- STEPHEN HAWKING}
DEATH_AUTHOR_23	{- ALBERT EINSTEIN}
DEATH_AUTHOR_24	{- EDGAR D. MITCHELL (APOLLO 14 ASTRONAUT)}
DEATH_AUTHOR_25	{- RICK YANCEY, THE 5TH WAVE}
DEATH_AUTHOR_26	{- WILLIAM GIBSON}
DEATH_AUTHOR_27	{- PITTACUS LORE, THE POWER OF SIX}
DEATH_AUTHOR_28	{- D. HARLAN WILSON, THE KYOTO MAN}
DEATH_AUTHOR_29	{- J. MICHAEL STRACZYNSKI}
DEATH_AUTHOR_30	{- ANN LECKIE, ANCILLARY JUSTICE}
DEATH_AUTHOR_31	{- MARY SHELLEY, FRANKENSTEIN}
DEATH_AUTHOR_32	{- CLIFFORD D. SIMAK, WAY STATION}
DEATH_AUTHOR_33	{- ROBERT BUETTNER, OVERKILL}
DEATH_AUTHOR_34	{- CARL SAGAN}
DEATH_AUTHOR_35	{- SPIDER ROBINSON}
DEATH_AUTHOR_36	{- URSULA K. LE GUIN,
THE UNREAL AND THE REAL VOLUME 2}
SECTOR_SUBHEADING	{Region of Planet %PLANETNAME%}
SECTOR_GENERIC1	{The %SECTOR%}
SECTOR_GENERIC2	{%SECTOR% Crossing}
SECTOR_GENERIC3	{%SECTOR% %NUMERAL%}
SECTOR_GENERIC4	{Point %SECTOR%}
SECTOR_GENERIC5	{%SECTOR% Sector %NUMERAL%}
SECTOR_ELEVATED1	{%SECTOR% Slopes}
SECTOR_ELEVATED2	{%SECTOR% Hills}
SECTOR_ELEVATED3	{%SECTOR% Peak}
SECTOR_ELEVATED4	{The %SECTOR% Mountains}
SECTOR_ELEVATED5	{Mountains of %SECTOR%}
SECTOR_ELEVATED6	{Mount %SECTOR%}
SECTOR_ELEVATED7	{%SECTOR% Highlands}
SECTOR_ELEVATED8	{%SECTOR% Pass}
SECTOR_ELEVATED9	{%SECTOR% Hill}
SECTOR_ELEVATED10	{%SECTOR% View}
SECTOR_ELEVATED11	{%SECTOR% Reach}
SECTOR_ELEVATED12	{%SECTOR% Point}
SECTOR_ELEVATED13	{%SECTOR%'s Seat}
SECTOR_ELEVATED14	{%SECTOR% Hill %NUMERAL%}
SECTOR_ELEVATED15	{%SECTOR%'s Lookout}
SECTOR_LOW1	{%SECTOR% Plains}
SECTOR_LOW2	{Plains of %SECTOR%}
SECTOR_LOW3	{%SECTOR% Dale}
SECTOR_LOW4	{The %SECTOR% Flats}
SECTOR_LOW5	{%SECTOR% Lowlands}
SECTOR_LOW6	{%SECTOR% Moor}
SECTOR_LOW7	{%SECTOR% Valley}
SECTOR_LOW8	{The %SECTOR% Expanse}
SECTOR_LOW9	{%SECTOR% Basin}
SECTOR_LOW10	{The Vale of %SECTOR%}
SECTOR_LOW11	{%SECTOR% Plateau}
SECTOR_LOW12	{Windswept Plains of %SECTOR%}
SECTOR_LOW13	{The %SECTOR% Levels}
SECTOR_LOW14	{%SECTOR% Flats %NUMERAL%}
SECTOR_LOW15	{%SECTOR%'s Last Stand}
SECTOR_LOW16	{Great Plains of %SECTOR%}
SECTOR_LOW17	{%SECTOR%'s Great Reaches}
SECTOR_LOW18	{%SECTOR% Floodplain}
SECTOR_TREES1	{%SECTOR% Woods}
SECTOR_TREES2	{%SECTOR% Woodland}
SECTOR_TREES3	{%SECTOR% Forest}
SECTOR_TREES4	{The %SECTOR% Ranges}
SECTOR_TREES5	{The %SECTOR% Praire}
SECTOR_TREES6	{%SECTOR% Scrubland}
SECTOR_TREES7	{%SECTOR% Thicket}
SECTOR_TREES8	{%SECTOR% Grove}
SECTOR_TREES9	{%SECTOR% Grasslands}
SECTOR_TREES10	{%SECTOR% Heath}
SECTOR_TREES11	{%SECTOR%'s Weald}
SECTOR_TREES12	{The %SECTOR% Pasture}
SECTOR_LUSHTREES1	{%SECTOR% Jungle}
SECTOR_LUSHTREES2	{%SECTOR% Rainforest}
SECTOR_LUSHTREES3	{The %SECTOR% Wildlands}
SECTOR_LUSHTREES4	{%SECTOR% Meadow}
SECTOR_LUSHTREES5	{%SECTOR%'s Orchard}
SECTOR_LUSHTREES6	{The %SECTOR% Wildwood}
SECTOR_LUSHTREES7	{%SECTOR% Glade}
SECTOR_LUSHTREES8	{%SECTOR%'s Hunting Grounds}
SECTOR_LUSH1	{%SECTOR% Meadows}
SECTOR_LUSH2	{%SECTOR% Fields}
SECTOR_LUSH3	{%SECTOR% Clearing}
SECTOR_LUSH4	{%SECTOR% Grassland}
SECTOR_LUSH5	{%SECTOR% Gardens}
SECTOR_LUSH6	{The %SECTOR% Everglades}
SECTOR_LUSH7	{%SECTOR% Heath}
SECTOR_LUSH8	{Garden %NUMERAL%}
SECTOR_LUSH9	{%SECTOR% Living Expanse}
SECTOR_LUSH10	{%SECTOR%'s Bounty}
SECTOR_WET1	{%SECTOR% Wetlands}
SECTOR_WET2	{%SECTOR% Swamp}
SECTOR_WET3	{%SECTOR% Marsh}
SECTOR_WET4	{%SECTOR% Bog}
SECTOR_WET5	{%SECTOR% Swamplands}
SECTOR_WET6	{%SECTOR% Fen}
SECTOR_WET7	{%SECTOR% Mire}
SECTOR_WET8	{The %SECTOR% Morass}
SECTOR_WET9	{%SECTOR%'s Quagmire}
SECTOR_CAVE1	{%SECTOR% Tunnels}
SECTOR_CAVE2	{%SECTOR% Cave}
SECTOR_CAVE3	{%SECTOR% Caves}
SECTOR_CAVE4	{%SECTOR% Mines}
SECTOR_CAVE5	{%SECTOR% Crater}
SECTOR_CAVE6	{%SECTOR% Impact Site}
SECTOR_CAVE7	{%SECTOR%'s Lost Cavern}
SECTOR_CAVE8	{%SECTOR% Depths}
SECTOR_CAVE9	{%SECTOR% Deep}
SECTOR_DEAD1	{%SECTOR% Wastes}
SECTOR_DEAD2	{%SECTOR% Badlands}
SECTOR_DEAD3	{%SECTOR% Crater %NUMERAL%}
SECTOR_DEAD4	{%SECTOR% Desert}
SECTOR_DEAD5	{Lost Plains of %SECTOR%}
SECTOR_DEAD6	{%SECTOR% Wasteland}
SECTOR_DEAD7	{%SECTOR%'s Graveyard}
SECTOR_DEAD8	{%SECTOR% Bonefield}
SECTOR_DEAD9	{%SECTOR% Sands}
SECTOR_DEAD10	{%SECTOR%'s Drift}
SECTOR_DEAD11	{%SECTOR% Dustbowl}
SECTOR_DEAD12	{%SECTOR%'s Wilds}
SECTOR_BUILDINGS1	{%SECTOR% Station}
SECTOR_BUILDINGS2	{Camp %SECTOR%}
SECTOR_BUILDINGS3	{Point %SECTOR%}
SECTOR_BUILDINGS4	{%SECTOR% Outpost}
SECTOR_BUILDINGS5	{%SECTOR% Enclave}
SECTOR_BUILDINGS6	{%SECTOR% Post}
SECTOR_BUILDINGS7	{%SECTOR% Encampment}
SECTOR_BUILDINGS8	{%SECTOR% Platform}
SECTOR_WATER1	{%SECTOR% Ocean}
SECTOR_WATER2	{%SECTOR% Sea}
SECTOR_WATER3	{%SECTOR% Pool}
SECTOR_WATER4	{%SECTOR% Depths}
SECTOR_WATER5	{%SECTOR% Reef}
SECTOR_WATER6	{%SECTOR% Sound}
SECTOR_WATER7	{The %SECTOR% Sea}
SECTOR_WATER8	{The Briny %SECTOR%}
SECTOR_WATER9	{The %SECTOR% Fathoms}
SECTOR_WATER10	{Tidal Sector %NUMERAL%}
SECTOR_ICE1	{%SECTOR% Glacier}
SECTOR_ICE2	{%SECTOR% Snowplain}
SECTOR_ICE3	{The %SECTOR% Drifts}
SECTOR_ICE4	{Ice Station %SECTOR%}
SECTOR_ICE5	{Frozen Wastes of %SECTOR%}
SECTOR_ICE6	{%SECTOR% Ice Field}
SECTOR_ICE7	{%SECTOR% Ice Sheet}
SECTOR_ICE8	{Blizzard Point %NUMERAL%}
SECTOR_ICE9	{%SECTOR% Ice Crust}
SECTOR_ICE10	{Frozen Plains of %SECTOR%}
PLANETCLASS1	{Planet}
PLANETCLASS2	{Moon}
PLANETCLASS3	{Planetoid}
AREA1	{Plateau}
AREA5	{Mass}
AREA6	{Crust}
AREA7	{Surface}
AREA8	{Oasis}
AREA9	{Landscape}
AREA10	{Body}
AREA11	{World}
AREA12	{Sphere}
AREA13	{Orb}
AREA14	{Plains}
AREA15	{Flats}
AREA16	{Lowlands}
AREA17	{Moor}
AREA18	{Swamp}
AREA19	{Valley}
AREA20	{Dell}
AREA21	{Fields}
AREA22	{Clearing}
AREA23	{Grassland}
AREA24	{Wetlands}
AREA25	{Swampland}
AREA26	{Wastes}
AREA27	{Bog}
AREA28	{Highlands}
AREA29	{Terrain}
AREA30	{Land}
WEATHER1	{Extreme Heat}
WEATHER2	{Extreme Cold}
WEATHER3	{Toxic Rain}
WEATHER4	{Irradiated Winds}
WEATHER5	{Temperate}
ABUNDANCE1	{Abundant}
ABUNDANCE2	{High}
ABUNDANCE3	{Average}
ABUNDANCE4	{Low}
ABUNDANCE5	{Scarce}
AGE1	{Infant}
AGE2	{Young}
AGE3	{Juvenile}
AGE4	{Adult}
AGE5	{Mature}
AGE6	{Elderly}
AGE7	{Indeterminate}
AGE8	{Constant}
AGE9	{Fluctuating}
AGE10	{Perpetual}
SEX1	{Male}
SEX2	{Female}
SEX3	{Exotic}
SEX4	{Unknown}
SEX5	{Indeterminate}
SEX6	{Asymmetric}
SEX7	{Non-uniform}
SEX8	{Symmetric}
SEX9	{Rational}
SEX10	{Vectorised}
SEX11	{Prime}
SEX12	{Alpha}
SEX13	{Radical}
SEX14	{Asymptotic}
SEX15	{Orthogonal}
SEX16	{None}
GENERIC1	{Unintelligent}
GENERIC2	{Migratory}
GENERIC3	{Hibernator}
GENERIC4	{Distinctive}
GENERIC5	{Active}
GENERIC6	{Erratic}
GENERIC7	{Unpredictable}
GENERIC8	{Bold}
GENERIC9	{Sedate}
PLAYER_PREDATOR1	{Violent}
PLAYER_PREDATOR2	{Dangerous}
PLAYER_PREDATOR3	{Vicious}
PLAYER_PREDATOR4	{Aggressive}
PLAYER_PREDATOR5	{Hostile}
PLAYER_PREDATOR6	{Cruel}
PREDATOR1	{Predator}
PREDATOR2	{Hunter}
PREDATOR3	{Stalking}
PREDATOR4	{Unpredictable}
PREDATOR5	{Volatile}
PREY1	{Prey}
PREY2	{Skittish}
PREY3	{Timid}
PREY4	{Fearful}
PREY5	{Shy}
PREY6	{Cautious}
PREY7	{Defensive}
PREY8	{Anxious}
PASSIVE1	{Passive}
PASSIVE2	{Ambulatory}
PASSIVE3	{Submissive}
PASSIVE4	{Docile}
PASSIVE5	{Amenable}
PASSIVE6	{Calm}
PASSIVE7	{Unconcerned}
TERMINAL_HEADING	{terminal boot sequence..................
****************************************
.login initiated
//USER/admin>%USER%/stat}
DEATH_STAT_TITLE	{Generations}
DEATH_STAT_01	{FIRST-TIMER}
DEATH_STAT_02	{HEY LAZARUS}
DEATH_STAT_03	{BEAMED BACK}
DEATH_STAT_04	{I DIED AGAIN GUYS}
DEATH_STAT_05	{RECONSTITUTED}
DEATH_STAT_06	{BACK ONCE AGAIN}
DEATH_STAT_07	{REINCARNATOR SUPREME}
DEATH_STAT_08	{DEATH EXPERT}
DEATH_STAT_09	{GROUNDHOG UNLEASHED}
DEATH_STAT_10	{THE EVERLASTING}
DIST_STAT_TITLE	{On-foot Exploration}
DIST_STAT_01	{SETTING OUT}
DIST_STAT_02	{DRIFTER}
DIST_STAT_03	{AMBULATORY}
DIST_STAT_04	{WAYFARER}
DIST_STAT_05	{RAMBLER}
DIST_STAT_06	{HIKER}
DIST_STAT_07	{NOMAD}
DIST_STAT_08	{WANDERER}
DIST_STAT_09	{EXPEDITIONIST}
DIST_STAT_10	{ADVENTURER}
ALIENS_MET_STAT_TITLE	{Alien Encounters}
ALIENS_MET_STAT_01	{NOT ALONE}
ALIENS_MET_STAT_02	{VISITOR}
ALIENS_MET_STAT_03	{RECOGNISED}
ALIENS_MET_STAT_04	{FAMILIAR}
ALIENS_MET_STAT_05	{FAMOUS}
ALIENS_MET_STAT_06	{EMISSARY}
ALIENS_MET_STAT_07	{DIPLOMAT}
ALIENS_MET_STAT_08	{ENVOY}
ALIENS_MET_STAT_09	{CONSUL}
ALIENS_MET_STAT_10	{AMBASSADOR}
WORDS_STAT_TITLE	{Words Collected}
WORDS_STAT_01	{BEGINNER}
WORDS_STAT_02	{STUDENT}
WORDS_STAT_03	{COMPREHENDED}
WORDS_STAT_04	{SCHOLAR}
WORDS_STAT_05	{FLUENT}
WORDS_STAT_06	{INTERPRETER}
WORDS_STAT_07	{LINGUIST}
WORDS_STAT_08	{POLYGLOT}
WORDS_STAT_09	{UNIVERSAL TRANSLATOR}
WORDS_STAT_10	{BABELFISH}
MONEY_STAT_TITLE	{Units Accrued}
MONEY_STAT_01	{SPACE TRUCKER}
MONEY_STAT_02	{TRADER}
MONEY_STAT_03	{MONEYMAKER}
MONEY_STAT_04	{MERCHANT}
MONEY_STAT_05	{ENTERPRISING}
MONEY_STAT_06	{ENTREPRENEUR}
MONEY_STAT_07	{INVESTOR}
MONEY_STAT_08	{CAPITALIST}
MONEY_STAT_09	{TYCOON}
MONEY_STAT_10	{MAGNATE}
ENEMIES_STAT_TITLE	{Ships Destroyed}
ENEMIES_STAT_01	{NOVICE}
ENEMIES_STAT_02	{NUISANCE}
ENEMIES_STAT_03	{SCRAPPER}
ENEMIES_STAT_04	{TROUBLEMAKER}
ENEMIES_STAT_05	{FIGHTER}
ENEMIES_STAT_06	{MENACE}
ENEMIES_STAT_07	{NOTORIOUS}
ENEMIES_STAT_08	{DANGEROUS}
ENEMIES_STAT_09	{EXPERT}
ENEMIES_STAT_10	{LEGEND}
LONGEST_LIFE_STAT_TITLE	{Extreme Survival}
LONGEST_LIFE_STAT_01	{UNDAUNTED}
LONGEST_LIFE_STAT_02	{RESOLUTE}
LONGEST_LIFE_STAT_03	{DETERMINED}
LONGEST_LIFE_STAT_04	{SPIRITED}
LONGEST_LIFE_STAT_05	{PERSISTENT}
LONGEST_LIFE_STAT_06	{RUGGED}
LONGEST_LIFE_STAT_07	{ROBUST}
LONGEST_LIFE_STAT_08	{INDEFATIGABLE}
LONGEST_LIFE_STAT_09	{SURVIVALIST}
LONGEST_LIFE_STAT_10	{EVERLASTING}
DEATH_STAT_LVL_MSG	{GENERATIONS %STAT%}
DIST_STAT_LVL_MSG	{Travelled %STAT%}
ALIENS_MET_STAT_LVL_MSG	{Met %STAT% Aliens}
WORDS_STAT_LVL_MSG	{Learned %STAT% words}
MONEY_STAT_LVL_MSG	{Earned %STAT% Units}
ENEMIES_STAT_LVL_MSG	{Destroyed %STAT% Starships}
LONGEST_LIFE_STAT_LVL_MSG	{Survived %STAT% on extreme worlds}
STAT_GENERATION	{GENERATION %GENERATION%}
STAT_LVL_MSG_LAYOUT	{%GENERATION% // <STAT>%STAT%<>
STATUS // <STAT>%LEVELNAME%<>}
DIST_WARP_STAT_TITLE	{Space Exploration}
DIST_WARP_STAT_01	{TRAILBLAZER}
DIST_WARP_STAT_02	{SCOUT}
DIST_WARP_STAT_03	{WARP ENGAGED}
DIST_WARP_STAT_04	{SURVEYOR}
DIST_WARP_STAT_05	{ROVER}
DIST_WARP_STAT_06	{VOYAGER}
DIST_WARP_STAT_07	{PIONEER}
DIST_WARP_STAT_08	{EXPLORER}
DIST_WARP_STAT_09	{OVERSEER}
DIST_WARP_STAT_10	{DISCOVERER}
DISC_CREATURES_STAT_TITLE	{Planetary Zoology}
DISC_CREATURES_STAT_01	{NATURALIST}
DISC_CREATURES_STAT_02	{COLLECTOR}
DISC_CREATURES_STAT_03	{SCANNER}
DISC_CREATURES_STAT_04	{ANALYST}
DISC_CREATURES_STAT_05	{RESEARCHER}
DISC_CREATURES_STAT_06	{COMPILER}
DISC_CREATURES_STAT_07	{ARCHIVIST}
DISC_CREATURES_STAT_08	{CLASSIFIER}
DISC_CREATURES_STAT_09	{ZOOLOGIST}
DISC_CREATURES_STAT_10	{ENCYCLOPEDIA}
DISCOVERY_DAYS_STAT	{I survived for %SOLS% in extreme conditions}
DISCOVERY_WALK_STAT	{I walked for %WALKDIST% and swam for %SWAMDIST%}
DISCOVERY_DEATH_STAT	{I regenerated %DEATHS% times}
DISCOVERY_DISC_CREATURES	{I discovered all forms of life on %DISCOVERIES% planets}
DISCOVERY_ALIENS_MET	{I met %ALIENSMET% intelligent aliens}
DISCOVERY_RES_EXTRACTED	{I extracted %RESEXTRACTED% of resources}
DISCOVERY_WORD_LEARNT	{I learned %WORDSLEARNT% new words}
TRA_STANDING_STAT_LVL_MSG	{GEK RANK %STAT% / 9}
WAR_STANDING_STAT_LVL_MSG	{VY'KEEN RANK %STAT% / 9}
EXP_STANDING_STAT_LVL_MSG	{KORVAX RANK %STAT% / 9}
DISC_CREATURES_STAT_LVL_MSG	{Discovered all species on %STAT% planets}
DIST_WARP_STAT_LVL_MSG	{Warped %STAT% times}
ALIENS_MET_STAT_00	{LONESOME}
WORDS_STAT_00	{BABBLER}
MONEY_STAT_00	{NEW BUSINESS}
ENEMIES_STAT_00	{UNTESTED}
LONGEST_LIFE_STAT_00	{HOPEFUL}
DIST_WARP_STAT_00	{STARGAZER}
DISC_CREATURES_STAT_00	{AMATEUR}
DIST_STAT_00	{FIRST STEPS}
SENTINEL_STAT_00	{UNTROUBLED}
ENEMIES_STAT_LVL_ONE	{Destroyed %STAT% starship}
DISC_CREATURES_STAT_LVL_ONE	{Discovered all species on %STAT% planet}
DIST_WARP_STAT_LVL_ONE	{Warped %STAT% time}
JM_00	{APOLLO}
JM_01	{PATHFINDER}
JM_02	{JUNO}
JM_03	{ROSETTA}
JM_04	{CASSINI}
JM_05	{KEPLER}
JM_06	{DAWN}
JM_07	{CURIOSITY}
JM_08	{HUBBLE}
JM_09	{VIKING}
JM_10	{MAGELLAN}
JM_11	{GALILEO}
JM_TOTAL	{Total Milestones: %TOTAL%}
JM_NEXT	{Next Milestone %NEXT% in %AMOUNT% Milestones}
JM_NEXT_COMPLETE	{Maximum Milestone}
JM_COST	{Milestone %LEVEL% or above}
ALIENS_MET_STAT_LVL_ONE	{Met %STAT% alien}
WORDS_STAT_LVL_ONE	{Learned %STAT% word}
DISCOVERY_DAYS_STAT_ONE	{I survived for %SOLS% in extreme conditions}
DISCOVERY_DEATH_STAT_ONE	{I regenerated %DEATHS% time}
DISCOVERY_DISC_CREATURES_ONE	{I discovered all forms of life on %DISCOVERIES% planet}
DISCOVERY_ALIENS_MET_ONE	{I met %ALIENSMET% intelligent alien}
DISCOVERY_WORD_LEARNT_ONE	{I learned %WORDSLEARNT% new word}
JM_LEVEL_COST	{%STAT%' level %LEVEL% or above}
SENTINEL_STAT_TITLE	{Sentinels Destroyed}
SENTINEL_STAT_01	{NOVICE}
SENTINEL_STAT_02	{NUISANCE}
SENTINEL_STAT_03	{SCRAPPER}
SENTINEL_STAT_04	{TROUBLEMAKER}
SENTINEL_STAT_05	{FIGHTER}
SENTINEL_STAT_06	{MENACE}
SENTINEL_STAT_07	{NOTORIOUS}
SENTINEL_STAT_08	{DANGEROUS}
SENTINEL_STAT_09	{EXPERT}
SENTINEL_STAT_10	{LEGEND}
SENTINEL_STAT_LVL_MSG	{Destroyed %STAT% Sentinels}
SENTINEL_STAT_LVL_ONE	{Destroyed %STAT% Sentinel}
SPACE_EX_1	{The Stars, Like Dust}
SPACE_EX_DESC_1	{Attain 'Trailblazer' status in Space Exploration}
SPACE_EX_2	{The Longest Voyage}
SPACE_EX_DESC_2	{Attain 'Pioneer' status in Space Exploration}
SPACE_EX_3	{A Space Odyssey}
SPACE_EX_DESC_3	{Attain 'Discoverer' status in Space Exploration}
UNITS_AC_1	{Foundation}
UNITS_AC_DESC_1	{Attain 'Entrepreneur' status in Units Accrued}
UNITS_AC_2	{The Space Merchants}
UNITS_AC_DESC_2	{Attain 'Trader' status in Units Accrued}
UNITS_AC_3	{The Diamond Age}
UNITS_AC_DESC_3	{Attain 'Magnate' status in Units Accrued}
WORDS_CO_1	{Babel-17}
WORDS_CO_DESC_1	{Attain 'Confused' status in Words Collected}
WORDS_CO_2	{The Languages of Pao}
WORDS_CO_DESC_2	{Attain 'Interpreter' status in Words Collected}
WORDS_CO_3	{Citizen of the Galaxy}
WORDS_CO_DESC_3	{Attain 'Babelfish' status in Words Collected}
ALIEN_EN_1	{Contact}
ALIEN_EN_DESC_1	{Attain 'Known' status in Alien Colonist Encounters}
ALIEN_EN_2	{Who Goes There?}
ALIEN_EN_DESC_2	{Attain 'Diplomat' status in Alien Colonist Encounters}
ALIEN_EN_3	{What Mad Universe}
ALIEN_EN_DESC_4	{Attain 'Ambassador' status in Alien Colonist Encounters}
SHIPS_DE_1	{Use of Weapons}
SHIPS_DE_DESC_1	{Attain 'Novice' status in Ships Destroyed}
SHIPS_DE_2	{Pattern for Conquest}
SHIPS_DE_DESC_2	{Attain 'Notorious' status in Ships Destroyed}
SHIPS_DE_3	{The Forever War}
SHIPS_DE_DESC_3	{Attain 'Legend' status in Ships Destroyed}
LONGEST_1	{Stranger in a Strange Land}
LONGEST_DESC_1	{Attain 'Robust' status in Extreme Survival}
LONGEST_2	{The Sentinel}
LONGEST_DESC_2	{Attain 'Everlasting' status in Extreme Survival}
ONFOOT_E_1	{Symphony For A Lost Traveler}
ONFOOT_E_DESC_1	{Attain 'Nomad' status in On-foot Exploration}
ONFOOT_E_2	{Have Spacesuit - Will Travel}
ONFOOT_E_DESC_2	{Attain 'Adventurer' status in On-foot Exploration}
UPLOADED_1	{A Scanner Darkly}
UPLOADED_DESC_1	{Attain 'Naturalist' status in Planet Zoology Scanned}
UPLOADED_2	{The Star Beast}
UPLOADED_DESC_2	{Attain 'Archivist' status in Planet Zoology Scanned}
UPLOADED_3	{Galapagos}
UPLOADED_DESC_3	{Attain 'Encyclopedia' status in Planet Zoology Scanned}
BUILDING_SHELTER	{SHELTER}
BUILDING_ABANDONED	{ABANDONED BUILDING}
BUILDING_TERMINAL	{TERMINAL}
BUILDING_SHOP	{OUTPOST}
BUILDING_OUTPOST	{TRADING POST}
BUILDING_WAYPOINT	{WAYPOINT}
BUILDING_BEACON	{BEACON}
BUILDING_RADIOTOWER	{TRANSMISSION TOWER}
BUILDING_OBSERVATORY	{OBSERVATORY}
BUILDING_DEPOT	{DEPOT}
BUILDING_FACTORY	{MANUFACTURING FACILITY}
BUILDING_HARVESTER	{OPERATIONS CENTRE}
BUILDING_PLAQUE	{PLAQUE}
BUILDING_MONOLITH	{MONOLITH}
BUILDING_PORTAL	{PORTAL}
BUILDING_DEBRIS	{DEBRIS}
BUILDING_DAMAGEDMACHINE	{DROP POD}
BUILDING_DISTRESSSIGNAL	{CRASHED SHIP}
BUILDING_UNKNOWN	{UNKNOWN}
TIP_BLD_TITLE	{Nearby Building}
TIP_SHELTER	{<TITLE>Shelter marker detected<>
Environmental protection and resources available}
TIP_ABANDONED	{<TITLE>Abandoned Building detected<>
Rare technology available}
TIP_TERMINAL	{<TITLE>Remote Terminal callsign received<>
Trading uplink open and online}
TIP_SHOP	{<TITLE>Colonial Outpost signal received<>
Alien installation and landing pad detected}
TIP_OUTPOST	{<TITLE>Trading Post callsign received<>
Alien lifeform and trading platform detected}
TIP_WAYPOINT	{<TITLE>Waypoint signal received<>
Save progress and claim sector discovery}
TIP_BEACON	{<TITLE>Beacon signal received<>
Alien lifeform scan available}
TIP_RADIOTOWER	{<TITLE>Transmission Tower callsign received<>
Starship distress signal coordinates accessible}
TIP_OBSERVATORY	{<TITLE>Observatory callsign intercepted<>
Off-planet transmission locations accessible}
TIP_DEPOT	{<TITLE>Supply Depot marker detected<>
Stockpiled resources available}
TIP_FACTORY	{<TITLE>Intercepted Manufacturing Facility signal<>
New product formula now accessible}
TIP_HARVESTER	{<TITLE>Intercepted Operations Centre signal<>
Secure alien installation detected}
TIP_PLAQUE	{<TITLE>Alien Artifact signature detected<>
Language of local alien species available}
TIP_MONOLITH	{<TITLE>Alien Monolith marker detected<>
Unidentified presence confirmed}
TIP_PORTAL	{<TITLE>Portal detected<>
Gateway to another world now accessible}
TIP_DEBRIS	{<TITLE>Starship Debris detected<>
New technology presence confirmed}
TIP_DAMAGEDMACHINE	{<TITLE>Drop Pod Signal intercepted<>
Exosuit capacity upgrade now available}
TIP_DISTRESSSIGNAL	{<TITLE>Intercepted Starship Distress Signal<>
Abandoned starship available to claim and repair}
TIP_UNKNOWN	{<TITLE> Unknown coordinates received<>
Unidentified wavelength sending location data}
SIGNAL_DISTRESS	{Distress Signal Detected}
SIGNAL_BEACON	{Beacon Detected}
TIP_SPACESTATION	{Dock at Space Stations to trade in fuel and 
product formulas.}
SIGNAL_ABANDONED	{Abandoned Building Detected}
SIGNAL_TERMINAL	{Remote Terminal Detected}
SIGNAL_SHOP	{Minor Settlement Detected}
SIGNAL_OUTPOST	{Trading Post Detected}
SIGNAL_WAYPOINT	{Waypoint Detected}
SIGNAL_RADIOTOWER	{Transmission Tower Detected}
SIGNAL_OBSERVATORY	{Observatory Detected}
SIGNAL_DEPOT	{Supply Depot Detected}
SIGNAL_FACTORY	{Manufacturing Facility Detected}
SIGNAL_HARVESTER	{Operations Centre Detected}
SIGNAL_PLAQUE	{Alien Artifact Detected}
SIGNAL_MONOLITH	{Alien Monolith Detected}
SIGNAL_PORTAL	{Portal Detected}
SIGNAL_DEBRIS	{Crash Debris Detected}
SIGNAL_DAMAGEDMACHINE	{Drop Pod Detected}
SIGNAL_DISTRESSSIGNAL	{Distress Signal Detected}
SIGNAL_UNKNOWN	{Signal Detected}
SIGNAL_SPACESTATION	{Space Station Detected}
SIGNAL_SHELTER	{Shelter Detected}
SIGNAL_COMPLETE	{Destination Reached}
TIP_LIFEFORM	{<TITLE>Lifeform Signal Detected<>
Alien entity interested in communication and trade}
TIP_SPACEFUEL	{Terminals in Space Stations offer trade in 
resources, product formulas and fuel}
LONG_DISTANCE	{LONG_DISTANCE}
BUILDING_SPACESTATION	{SPACE STATION}
TIME_FOOT	{ARRIVE IN: %TIME%}
TIME_SHIP	{ARRIVE IN: %TIME%}
TIP_RESOURCE	{<TITLE>Resources<>
Mine from the terrain using the Multi-Tool (<IMG>ATTACK<>)}
SIGNAL_RESOURCE	{RESOURCE DEPOSIT DETECTED}
BUILDING_TERRAIN	{HERIDIUM DEPOSIT}
BUILDING_RUIN	{RUIN}
BUILDING_CLUSTER	{OUTPOST}
BUILDING_CLUSTER_L	{Outpost}
TIME_DAY	{ARRIVE IN: %TIME% DAYS}
TIME_DAYS	{ARRIVE IN: %TIME% DAYS}
TIME_NEVER	{ARRIVE IN: INDEFINITE}
TIME_WEEK	{ARRIVE IN: %TIME% WEEK}
TIME_HOURS	{ARRIVE IN: %TIME% HOURS}
TIME_HOUR	{ARRIVE IN: %TIME% HOUR}
TIME_MINUTES	{ARRIVE IN: %TIME% MINUTES}
TIME_MINUTE	{ARRIVE IN: %TIME% MINUTE}
TIME_SECONDS	{ARRIVE IN: %TIME% SECONDS}
OFFPLANET	{OFF PLANET}
ONPLANET	{ON PLANET}
TIP_SIGNAL	{<TITLE> Signal Booster detected<>
Outpost and Monolith coordinates available}
BUILDING_LANDINGPAD_L	{Landing Pad}
BUILDING_SHELTER_L	{Shelter}
